updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2025-12-29T00:34:47+0000	13.0	php:S2166	age-verification	5min	CODE_SMELL	IDENTIFIABLE		OPEN		MAIN	71e8b6d2-2478-49cd-84e0-83cb41ef6acc	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Rename this class to remove ""Exception"" or correct its inheritance."	2024-12-17T13:13:35+0000	false	"convention / error-handling / pitfall / "		age-verification:app/Domain/Verification/Actions/HandleVerificationException.php	false	{startLine=13.0, endLine=13.0, startOffset=6.0, endOffset=33.0}	5min	16d19931d421ee96a702ac88a1e70bd5	OPEN
2025-12-29T00:34:47+0000	18.0	php:S1172	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	5dc52b2f-fd5a-41a9-aaec-bd13eaf0eacd	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Remove the unused function parameter ""$event""."	2024-12-17T13:13:35+0000	false	"unused / "		age-verification:app/Listeners/DiagnosingHealthListener.php	false	{startLine=18.0, endLine=18.0, startOffset=44.0, endOffset=50.0}	5min	1765f73acd83da5b689a726972df13fc	OPEN
2025-12-29T00:34:47+0000	26.0	php:S116	age-verification	2min	CODE_SMELL	IDENTIFIABLE		OPEN		MAIN	5bf1d412-813d-4107-8072-cf2da6b8c24c	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Rename this field ""$_underscoreCache"" to match the regular expression ^[a-z][a-zA-Z0-9]*$."	2024-12-17T13:13:35+0000	false	"convention / "		age-verification:app/Services/DataObject.php	false	{startLine=26.0, endLine=26.0, startOffset=27.0, endOffset=44.0}	2min	f5b82dd2050188fc8037d9ededa09759	OPEN
2025-12-29T00:34:47+0000	34.0	php:S1172	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	a13b4c70-dde7-4d9e-a358-f32f623e2631	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Remove the unused function parameter ""$e""."	2024-12-17T13:13:35+0000	false	"unused / "		age-verification:bootstrap/app.php	false	{startLine=34.0, endLine=34.0, startOffset=48.0, endOffset=50.0}	5min	bcb51237fadca98e578906a37906f249	OPEN
2025-12-29T00:34:47+0000	54.0	php:S1192	age-verification	10min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:lang/en/validation.php, textRange={startLine=55.0, endLine=55.0, startOffset=16.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:lang/en/validation.php, textRange={startLine=73.0, endLine=73.0, startOffset=12.0, endOffset=49.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:lang/en/validation.php, textRange={startLine=117.0, endLine=117.0, startOffset=16.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	ff9b1dc4-6b27-475e-86a9-3bb17adadaa8	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""The selected :attribute is invalid."" 4 times."	2024-12-17T13:13:35+0000	false	"design / "		age-verification:lang/en/validation.php	false	{startLine=54.0, endLine=54.0, startOffset=14.0, endOffset=51.0}	10min	f84ffc08401d40b402e3dd2ccfb42d3d	OPEN
2025-12-29T00:34:47+0000	2.0	javascript:S1128	age-verification	1min	CODE_SMELL	CLEAR		OPEN		MAIN	4f49feea-35b9-4d1d-aa51-16253b452f4c	MINOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Remove this unused import of 'h'.	2024-12-17T13:13:35+0000	true	"es2015 / type-dependent / unused / "		age-verification:resources/js/Components/Custom/DangerButton.vue	false	{startLine=2.0, endLine=2.0, startOffset=8.0, endOffset=9.0}	1min	a3aec2cac9a4d21ab361c9f88556b2a1	OPEN
2025-12-29T00:34:47+0000	52.0	css:S4666	age-verification	1min	CODE_SMELL	LOGICAL		OPEN		MAIN	c5636938-9a59-41b2-a89c-c4e0085b7ba9	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Unexpected duplicate selector "".cross-icon.cross-delete .cross-delete-line.cross-delete-left"", first used at line 42"	2024-12-17T13:13:35+0000	false			age-verification:resources/js/Components/Custom/ErrorIcon.vue	false	{startLine=52.0, endLine=52.0, startOffset=0.0, endOffset=63.0}	1min	a51da2fdd123bc94d9a284d711297e3b	OPEN
2025-12-29T00:34:47+0000	55.0	css:S4666	age-verification	1min	CODE_SMELL	LOGICAL		OPEN		MAIN	d5bbb9d3-8f93-4b5f-aaa3-57fe1e5b77b8	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Unexpected duplicate selector "".cross-icon.cross-delete .cross-delete-line.cross-delete-right"", first used at line 47"	2024-12-17T13:13:35+0000	false			age-verification:resources/js/Components/Custom/ErrorIcon.vue	false	{startLine=55.0, endLine=55.0, startOffset=0.0, endOffset=64.0}	1min	5f1a5c44bdab749a16c6a44415f9c022	OPEN
2025-12-29T00:34:47+0000	13.0	css:S4667	age-verification	1min	CODE_SMELL	LOGICAL		OPEN		MAIN	04de6307-3879-4a79-a1d0-5dda55bac6e7	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Unexpected empty source	2024-12-17T13:13:35+0000	false			age-verification:resources/js/Components/Custom/MainLogo.vue	false	{startLine=13.0, endLine=13.0, startOffset=0.0, endOffset=0.0}	1min	-	OPEN
2025-12-29T00:34:47+0000	3.0	javascript:S1128	age-verification	1min	CODE_SMELL	CLEAR		OPEN		MAIN	ca26638e-ad73-41f0-8519-c171836c6e7d	MINOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Remove this unused import of 'ProviderList'.	2024-12-17T13:13:35+0000	true	"es2015 / type-dependent / unused / "		age-verification:resources/js/Pages/Welcome.vue	false	{startLine=3.0, endLine=3.0, startOffset=7.0, endOffset=19.0}	1min	c75448738638f2d18bfff2148bf66dad	OPEN
2025-12-29T00:34:47+0000	5.0	javascript:S1128	age-verification	1min	CODE_SMELL	CLEAR		OPEN		MAIN	6ca222f5-4663-4fd3-9a60-fddb79dea046	MINOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Remove this unused import of 'SecondaryButton'.	2024-12-17T13:13:35+0000	true	"es2015 / type-dependent / unused / "		age-verification:resources/js/Pages/Welcome.vue	false	{startLine=5.0, endLine=5.0, startOffset=7.0, endOffset=22.0}	1min	e3e82e96fce2b5c3256821c800f91fbe	OPEN
2025-12-29T00:34:47+0000	25.0	php:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	807cc017-3d0c-44f9-b191-0afcb82e09d6	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:35+0000	false	"unused / "		age-verification:routes/web.php	false	{startLine=25.0, endLine=33.0, startOffset=0.0, endOffset=5.0}	5min	a1d952cdbd42656bfbf5cfe00e03438a	OPEN
2025-12-29T00:34:47+0000	3.0	javascript:S7772	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	109c4abd-4dfa-4d6c-8e2e-f7552f4c8d1a	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Prefer `node:url` over `url`.	2024-12-17T13:13:35+0000	true	"convention / import / nodejs / "		age-verification:vite-module-loader.js	false	{startLine=3.0, endLine=3.0, startOffset=28.0, endOffset=33.0}	5min	e7d713f6f817774aae263a85220f19f4	OPEN
2025-12-29T00:34:47+0000	7.0	javascript:S3776	age-verification	23min	CODE_SMELL	FOCUSED		OPEN	"{locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=21.0, endLine=21.0, startOffset=8.0, endOffset=11.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=22.0, endLine=22.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=29.0, endLine=29.0, startOffset=12.0, endOffset=14.0}, msg=+2 (incl. 1 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=39.0, endLine=39.0, startOffset=20.0, endOffset=22.0}, msg=+3 (incl. 2 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=46.0, endLine=46.0, startOffset=22.0, endOffset=26.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=40.0, endLine=40.0, startOffset=24.0, endOffset=26.0}, msg=+4 (incl. 3 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=40.0, endLine=40.0, startOffset=53.0, endOffset=55.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=41.0, endLine=41.0, startOffset=28.0, endOffset=31.0}, msg=+5 (incl. 4 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=47.0, endLine=47.0, startOffset=24.0, endOffset=26.0}, msg=+4 (incl. 3 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=47.0, endLine=47.0, startOffset=47.0, endOffset=49.0}, msg=+1, msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=48.0, endLine=48.0, startOffset=28.0, endOffset=31.0}, msg=+5 (incl. 4 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=53.0, endLine=53.0, startOffset=18.0, endOffset=23.0}, msg=+3 (incl. 2 for nesting), msgFormattings=[]}]} / {locations=[{component=age-verification:vite-module-loader.js, textRange={startLine=59.0, endLine=59.0, startOffset=6.0, endOffset=11.0}, msg=+1, msgFormattings=[]}]} / "	MAIN	a9eea335-43d9-4f83-8ce7-e7da4858bf3f	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.	2024-12-17T13:13:35+0000	false	"brain-overload / "		age-verification:vite-module-loader.js	false	{startLine=7.0, endLine=7.0, startOffset=15.0, endOffset=39.0}	23min	f3e5e3167d8059d001a6ddb13de18caf	OPEN
2025-12-29T00:34:47+0000	76.0	javascript:S7781	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	8814a353-adef-4443-8cd3-a3027526bfb3	MINOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=LOW} / {softwareQuality=MAINTAINABILITY, severity=LOW} / "	Prefer `String#replaceAll()` over `String#replace()`.	2024-12-17T13:13:35+0000	true	"readability / es2021 / "		age-verification:vite-module-loader.js	false	{startLine=76.0, endLine=76.0, startOffset=28.0, endOffset=35.0}	5min	fa20598dd6152e34c2d2894a4d47d5c9	OPEN
2025-12-29T00:34:47+0000	51.0	javascript:S7785	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	0fe7c6a1-5ac9-4250-b0e6-bd47ee2546f0	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Prefer top-level await over an async function `getConfig` call.	2024-12-17T13:13:35+0000	true	"async / es2022 / modernize / "		age-verification:vite.config.js	false	{startLine=51.0, endLine=51.0, startOffset=15.0, endOffset=26.0}	5min	d534576ad50c5176b3d159b0f6ac3df0	OPEN
2025-12-29T00:34:47+0000	7.0	php:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	2e09bfbe-7b73-424f-ad74-ab6f2ec9b97a	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:34+0000	false	"unused / "		age-verification:app/Models/User.php	false	{startLine=7.0, endLine=7.0, startOffset=0.0, endOffset=49.0}	5min	2e053cc3c11967918face9c3a0c37883	OPEN
2025-12-29T00:34:47+0000	19.0	php:S116	age-verification	2min	CODE_SMELL	IDENTIFIABLE		OPEN		MAIN	9d6ff2ec-aeb9-49e9-8bfc-2f53aca99678	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	"Rename this field ""$_data"" to match the regular expression ^[a-z][a-zA-Z0-9]*$."	2024-12-17T13:13:34+0000	false	"convention / "		age-verification:app/Services/DataObject.php	false	{startLine=19.0, endLine=19.0, startOffset=20.0, endOffset=26.0}	2min	696de8d7fcc2ec64773f4e149c1eb066	OPEN
2025-12-29T00:34:47+0000	48.0	php:S1192	age-verification	12min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:config/database.php, textRange={startLine=68.0, endLine=68.0, startOffset=37.0, endOffset=48.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:config/database.php, textRange={startLine=88.0, endLine=88.0, startOffset=37.0, endOffset=48.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:config/database.php, textRange={startLine=155.0, endLine=155.0, startOffset=40.0, endOffset=51.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:config/database.php, textRange={startLine=164.0, endLine=164.0, startOffset=40.0, endOffset=51.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	27eb11a1-28dc-4f22-b9af-61e84f97e0a9	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""127.0.0.1"" 5 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:config/database.php	false	{startLine=48.0, endLine=48.0, startOffset=37.0, endOffset=48.0}	12min	2c64662657a5c8120a04a4631d341e11	OPEN
2025-12-29T00:34:47+0000	65.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:config/logging.php, textRange={startLine=72.0, endLine=72.0, startOffset=35.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:config/logging.php, textRange={startLine=140.0, endLine=140.0, startOffset=35.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	b559819a-a7b1-4718-9a77-d5c1f3763fa1	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""logs/laravel.log"" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:config/logging.php	false	{startLine=65.0, endLine=65.0, startOffset=35.0, endOffset=53.0}	8min	9b1f5d86b26eb733958dfeca42136280	OPEN
2025-12-29T00:34:47+0000	8.0	php:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	81930656-51b0-41fa-bac6-17742404aaca	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:34+0000	false	"unused / "		age-verification:database/seeders/DatabaseSeeder.php	false	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=60.0}	5min	823c7ed2c511e6160df803b14315107c	OPEN
2025-12-29T00:34:47+0000	17.0	php:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	eccdc82a-8c16-4579-af82-bb99c046810b	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:34+0000	false	"unused / "		age-verification:database/seeders/DatabaseSeeder.php	false	{startLine=17.0, endLine=17.0, startOffset=8.0, endOffset=39.0}	5min	067caf7e711db785480e57faace9b48f	OPEN
2025-12-29T00:34:47+0000	9.0	docker:S7031	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN	"{locations=[{component=age-verification:docker/php/Dockerfile, textRange={startLine=23.0, endLine=23.0, startOffset=0.0, endOffset=3.0}, msg=consecutive RUN instruction, msgFormattings=[]}]} / {locations=[{component=age-verification:docker/php/Dockerfile, textRange={startLine=26.0, endLine=26.0, startOffset=0.0, endOffset=3.0}, msg=consecutive RUN instruction, msgFormattings=[]}]} / {locations=[{component=age-verification:docker/php/Dockerfile, textRange={startLine=29.0, endLine=29.0, startOffset=0.0, endOffset=3.0}, msg=consecutive RUN instruction, msgFormattings=[]}]} / "	MAIN	152c4824-5d8e-49ef-8d44-e1e22b016dd6	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Merge this RUN instruction with the consecutive ones.	2024-12-17T13:13:34+0000	false			age-verification:docker/php/Dockerfile	false	{startLine=9.0, endLine=9.0, startOffset=0.0, endOffset=3.0}	5min	af23c9e223884c765775f1457e4514ed	OPEN
2025-12-29T00:34:47+0000	41.0	docker:S7031	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN	"{locations=[{component=age-verification:docker/php/Dockerfile, textRange={startLine=42.0, endLine=42.0, startOffset=0.0, endOffset=3.0}, msg=consecutive RUN instruction, msgFormattings=[]}]} / "	MAIN	c31c9b73-7700-4f28-acf5-f2278445bb69	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Merge this RUN instruction with the consecutive ones.	2024-12-17T13:13:34+0000	false			age-verification:docker/php/Dockerfile	false	{startLine=41.0, endLine=41.0, startOffset=0.0, endOffset=3.0}	5min	175f9b93edb6c6889e7d109e40b459b0	OPEN
2025-12-29T00:34:47+0000	48.0	docker:S7031	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN	"{locations=[{component=age-verification:docker/php/Dockerfile, textRange={startLine=51.0, endLine=51.0, startOffset=0.0, endOffset=3.0}, msg=consecutive RUN instruction, msgFormattings=[]}]} / "	MAIN	a7a68677-772a-4f24-9e33-a1fce1aab286	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Merge this RUN instruction with the consecutive ones.	2024-12-17T13:13:34+0000	false			age-verification:docker/php/Dockerfile	false	{startLine=48.0, endLine=48.0, startOffset=0.0, endOffset=3.0}	5min	34e555932f80afbc04ba6b84a6485eb1	OPEN
2025-12-29T00:34:47+0000	25.0	xml:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	1230977d-21e9-4617-9b0f-97470b9877cc	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:34+0000	false	"unused / "		age-verification:phpunit.xml	false	{startLine=25.0, endLine=26.0, startOffset=8.0, endOffset=59.0}	5min	2fb9102a75eaa838bc026045b82d4524	OPEN
2025-12-29T00:34:47+0000	8.0	Web:S6853	age-verification	5min	CODE_SMELL	LOGICAL		OPEN		MAIN	919f93f3-a6a4-4f9d-a377-364547207801	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	A form label must be associated with a control.	2024-12-17T13:13:34+0000	false	"accessibility / "		age-verification:resources/js/Components/InputLabel.vue	false	{startLine=8.0, endLine=8.0, startOffset=4.0, endOffset=59.0}	5min	b3fb4b53f20c55d03116deddf3b85080	OPEN
